"Proteins Unique Sequence ID"	"Annotation Protein Groups Group ID"
"-6197247688658885913"	"5814"
"-6197247688658885913"	"5815"
"-6197247688658885913"	"1093"
"-2000769279846083308"	"13247"
"-2000769279846083308"	"13248"
"-2000769279846083308"	"1583"
"-2000769279846083308"	"1570"
"-2000769279846083308"	"1563"
"-2000769279846083308"	"1579"
"-2000769279846083308"	"13249"
"-2000769279846083308"	"13246"
"-6585910940532122349"	"8589"
"-6585910940532122349"	"8588"
"7745253225456936520"	"13430"
"7745253225456936520"	"11842"
"7745253225456936520"	"6825"
"7745253225456936520"	"3589"
"7745253225456936520"	"2220"
"7745253225456936520"	"7212"
"7745253225456936520"	"13432"
"7745253225456936520"	"11846"
"7745253225456936520"	"1141"
"7745253225456936520"	"13431"
"7745253225456936520"	"15003"
"-8250639024737902778"	"5190"
"-8250639024737902778"	"5191"
"-8250639024737902778"	"5205"
"-8250639024737902778"	"742"
"-8250639024737902778"	"5203"
"-8250639024737902778"	"5202"
"-8250639024737902778"	"2465"
"-8250639024737902778"	"1245"
"-8250639024737902778"	"2189"
"-8250639024737902778"	"297"
"-8250639024737902778"	"1406"
"-8250639024737902778"	"1180"
"-8250639024737902778"	"5199"
"9059771322381882082"	"18474"
"9059771322381882082"	"18529"
"9059771322381882082"	"15440"
"9059771322381882082"	"15439"
"9059771322381882082"	"18475"
"9059771322381882082"	"18530"
"-8993836243098773222"	"2104"
"-8993836243098773222"	"2143"
"-8993836243098773222"	"2187"
"-8993836243098773222"	"2059"
"-8993836243098773222"	"2088"
"-8993836243098773222"	"2106"
"-8993836243098773222"	"2128"
"-8993836243098773222"	"2160"
"-8993836243098773222"	"2048"
"-8993836243098773222"	"2116"
"-8993836243098773222"	"2152"
"-8993836243098773222"	"2135"
"-8993836243098773222"	"2158"
"-8993836243098773222"	"2077"
"-8993836243098773222"	"2164"
"-8993836243098773222"	"2147"
"-8993836243098773222"	"2073"
"-8993836243098773222"	"2086"
"-8993836243098773222"	"2133"
"-8993836243098773222"	"2049"
"-8993836243098773222"	"1439"
"-8993836243098773222"	"2021"
"-8993836243098773222"	"2022"
"8399686422006739058"	"8472"
"8399686422006739058"	"15626"
"8399686422006739058"	"13122"
"-8194889804076803831"	"4671"
"-8194889804076803831"	"5467"
"-8194889804076803831"	"5464"
"-8194889804076803831"	"5465"
"-8194889804076803831"	"5466"
"-8194889804076803831"	"5468"
"-3931502688338012469"	"11607"
"-3931502688338012469"	"2259"
"-3931502688338012469"	"6395"
"-3931502688338012469"	"297"
"-3931502688338012469"	"11610"
"-3931502688338012469"	"11609"
"-3931502688338012469"	"11611"
"-5911471042018297925"	"9346"
"-5911471042018297925"	"4677"
"-5911471042018297925"	"4671"
"-5911471042018297925"	"1740"
"-5911471042018297925"	"4676"
"-5911471042018297925"	"9368"
"-5911471042018297925"	"9369"
"-5911471042018297925"	"9370"
"3304952133381549298"	"1946"
"3304952133381549298"	"8395"
"3304952133381549298"	"1644"
"7372270157556581361"	"4668"
"7372270157556581361"	"5459"
"7372270157556581361"	"2977"
"7372270157556581361"	"2259"
"7372270157556581361"	"297"
"7372270157556581361"	"17987"
"-1776648160380264263"	"1936"
"-1776648160380264263"	"3033"
"-1776648160380264263"	"12007"
"-1776648160380264263"	"6831"
"-1776648160380264263"	"6833"
"-1776648160380264263"	"6832"
"5240633681424972841"	"742"
"5240633681424972841"	"741"
"5240633681424972841"	"3330"
"5240633681424972841"	"15662"
"5240633681424972841"	"15663"
"5240633681424972841"	"13435"
"-6751701588736204041"	"8249"
"-6751701588736204041"	"297"
"-6751701588736204041"	"6720"
"-6751701588736204041"	"8251"
"-6751701588736204041"	"6719"
"-6751701588736204041"	"8272"
"-6751701588736204041"	"8284"
"-6751701588736204041"	"7781"
"-6751701588736204041"	"8278"
"-6751701588736204041"	"8257"
"-6751701588736204041"	"8259"
"-6751701588736204041"	"8285"
"-6751701588736204041"	"2049"
"-6751701588736204041"	"8248"
"-374289036912732411"	"14263"
"-374289036912732411"	"2017"
"-374289036912732411"	"14256"
"-374289036912732411"	"14257"
"-374289036912732411"	"14259"
"-374289036912732411"	"3664"
"-374289036912732411"	"3120"
"-374289036912732411"	"1507"
"-374289036912732411"	"1150"
"-374289036912732411"	"1145"
"-7984641138409737976"	"1245"
"-7984641138409737976"	"6032"
"5970441865792546005"	"17463"
"5970441865792546005"	"17454"
"5970441865792546005"	"36"
"5970441865792546005"	"17456"
"5970441865792546005"	"17452"
"5970441865792546005"	"17451"
"-7957037603345050203"	"6098"
"-5157211826918867279"	"4084"
"-5157211826918867279"	"8552"
"-1986987314704609604"	"2962"
"-1986987314704609604"	"1150"
"-1986987314704609604"	"1145"
"-1986987314704609604"	"1144"
"-1986987314704609604"	"11449"
"-1986987314704609604"	"13260"
"7500811780682688662"	"17676"
"7500811780682688662"	"9430"
"7500811780682688662"	"485"
"7500811780682688662"	"2491"
"7500811780682688662"	"12841"
"7500811780682688662"	"10777"
"7031077161766424227"	"17816"
"7031077161766424227"	"17820"
"7031077161766424227"	"10422"
"7031077161766424227"	"14437"
"7031077161766424227"	"2013"
"7031077161766424227"	"2502"
"7031077161766424227"	"1145"
"-3137726994373398706"	"1644"
"-3137726994373398706"	"12360"
"-3137726994373398706"	"10632"
"-3137726994373398706"	"12359"
"-3137726994373398706"	"3735"
"-3137726994373398706"	"12356"
"-7930539283880310516"	"6136"
"-7930539283880310516"	"1946"
"-7930539283880310516"	"6139"
"-7930539283880310516"	"6138"
"2614245215378921803"	"13080"
"2614245215378921803"	"5759"
"2614245215378921803"	"5388"
"2614245215378921803"	"15792"
"-7384087443166083849"	"7215"
"-579746636861326094"	"14114"
"-579746636861326094"	"741"
"-579746636861326094"	"3330"
"-579746636861326094"	"14113"
"-579746636861326094"	"6986"
"-579746636861326094"	"13793"
"-579746636861326094"	"7661"
"-579746636861326094"	"1285"
"-579746636861326094"	"14115"
"6461588678709598383"	"17650"
"6461588678709598383"	"4718"
"6461588678709598383"	"8978"
"986054919885634239"	"14983"
"986054919885634239"	"3875"
"986054919885634239"	"4613"
"986054919885634239"	"14982"
"-3659608677254824690"	"11876"
"-3659608677254824690"	"7011"
"-3659608677254824690"	"11877"
"-3659608677254824690"	"3034"
"-5439043522832827691"	"10039"
"-5439043522832827691"	"3747"
"5638474282161267402"	"7020"
"5638474282161267402"	"7021"
"5638474282161267402"	"7022"
"5638474282161267402"	"7025"
"2644854664017279034"	"8107"
"2644854664017279034"	"15810"
"2644854664017279034"	"8653"
"2644854664017279034"	"6633"
"4548642001083058322"	"16756"
"4548642001083058322"	"16403"
"4548642001083058322"	"16404"
"4548642001083058322"	"11697"
"4548642001083058322"	"712"
"-5968150170303438064"	"9312"
"-5968150170303438064"	"9314"
"-5968150170303438064"	"9324"
"-5968150170303438064"	"9310"
"-5968150170303438064"	"9321"
"-5968150170303438064"	"6258"
"-5968150170303438064"	"7969"
"-5968150170303438064"	"9336"
"-5968150170303438064"	"9326"
"-5968150170303438064"	"9330"
"-5968150170303438064"	"3033"
"-5968150170303438064"	"4666"
"-5968150170303438064"	"9332"
"-5968150170303438064"	"9319"
"6079513439335487390"	"16708"
"4021736645923907192"	"2189"
"4021736645923907192"	"16509"
"4021736645923907192"	"10073"
"4021736645923907192"	"8486"
"-4439599527071011873"	"11128"
"-4439599527071011873"	"2843"
"-4439599527071011873"	"4729"
"-4439599527071011873"	"11125"
"-4439599527071011873"	"1281"
"-4439599527071011873"	"6633"
"356787563121504482"	"1300"
"356787563121504482"	"2786"
"356787563121504482"	"14662"
"356787563121504482"	"7785"
"356787563121504482"	"8762"
"356787563121504482"	"7736"
"356787563121504482"	"14665"
"356787563121504482"	"4084"
"356787563121504482"	"8552"
"356787563121504482"	"1287"
"356787563121504482"	"7708"
"356787563121504482"	"1277"
"356787563121504482"	"1470"
"356787563121504482"	"14666"
"356787563121504482"	"14211"
"356787563121504482"	"14661"
"356787563121504482"	"14667"
"-94552620576090045"	"53"
"-94552620576090045"	"1053"
"-94552620576090045"	"9607"
"-94552620576090045"	"13320"
"-94552620576090045"	"7815"
"-1938619972574952291"	"13284"
"-1938619972574952291"	"13285"
"-1938619972574952291"	"13286"
"-1938619972574952291"	"7429"
"-1938619972574952291"	"13287"
"-1938619972574952291"	"13288"
"5909232235632679983"	"2962"
"5909232235632679983"	"485"
"5909232235632679983"	"3053"
"5909232235632679983"	"297"
"5909232235632679983"	"2906"
"5909232235632679983"	"4308"
"5909232235632679983"	"7781"
"5909232235632679983"	"8434"
"5909232235632679983"	"1003"
"5909232235632679983"	"5120"
"1292459384444475416"	"15104"
"1292459384444475416"	"15105"
"1292459384444475416"	"4845"
"1292459384444475416"	"15106"
"-6053253579863259654"	"5822"
"-6902866621778883125"	"2953"
"-6902866621778883125"	"8111"
"-6902866621778883125"	"4540"
"-6902866621778883125"	"8112"
"-6902866621778883125"	"8107"
"-6902866621778883125"	"8113"
"-6902866621778883125"	"2887"
"-6902866621778883125"	"1470"
"-6902866621778883125"	"8108"
"-6902866621778883125"	"8106"
"-6933393051334437056"	"804"
"7690147936594120282"	"18073"
"7690147936594120282"	"18074"
"7690147936594120282"	"18075"
"7690147936594120282"	"18076"
"-767357545140157834"	"13272"
"-767357545140157834"	"14017"
"-767357545140157834"	"14016"
"-767357545140157834"	"10043"
"-767357545140157834"	"609"
"-4178938987355296714"	"6294"
"-4178938987355296714"	"3844"
"-4178938987355296714"	"8472"
"-4178938987355296714"	"10718"
"-4178938987355296714"	"10721"
"-4178938987355296714"	"1595"
"3526198174853656938"	"928"
"3526198174853656938"	"53"
"3526198174853656938"	"16240"
"3526198174853656938"	"8486"
"3526198174853656938"	"9607"
"3526198174853656938"	"13320"
"3526198174853656938"	"7815"
"3526198174853656938"	"7816"
"3526198174853656938"	"241"
"-5401419277650255532"	"535"
"-5401419277650255532"	"10119"
"-7101780835120275737"	"7676"
"-9128345059399950903"	"1082"
"-9128345059399950903"	"1098"
"-9128345059399950903"	"1092"
"-9128345059399950903"	"1093"
"7020268087964795198"	"5450"
"7020268087964795198"	"5451"
"7020268087964795198"	"2754"
"7020268087964795198"	"2755"
"-7091276917323746637"	"7686"
"-7091276917323746637"	"7685"
"-7091276917323746637"	"7684"
"-7091276917323746637"	"53"
"-2604748441743257015"	"12775"
"-2604748441743257015"	"12776"
"-2604748441743257015"	"9006"
"-2604748441743257015"	"12619"
"6036677964263745223"	"3478"
"6036677964263745223"	"2189"
"5843152145544884275"	"17359"
"5843152145544884275"	"17360"
"5843152145544884275"	"17365"
"5843152145544884275"	"3464"
"5843152145544884275"	"5171"
"5843152145544884275"	"17367"
"5843152145544884275"	"2363"
"5843152145544884275"	"17366"
"5843152145544884275"	"17370"
"5843152145544884275"	"15116"
"5843152145544884275"	"4266"
"5843152145544884275"	"3120"
"5843152145544884275"	"17150"
"5843152145544884275"	"10073"
"5843152145544884275"	"4343"
"5843152145544884275"	"5005"
"5843152145544884275"	"4254"
"5843152145544884275"	"17361"
"-6931862210339099933"	"8046"
"510487440568482920"	"14763"
"510487440568482920"	"14764"
"510487440568482920"	"14765"
"510487440568482920"	"14760"
"510487440568482920"	"14759"
"5464068146291938331"	"17205"
"5464068146291938331"	"17209"
"5464068146291938331"	"17211"
"5464068146291938331"	"5072"
"5464068146291938331"	"1873"
"5464068146291938331"	"17214"
"5464068146291938331"	"15242"
"5464068146291938331"	"11830"
"5464068146291938331"	"11975"
"5464068146291938331"	"11073"
"5464068146291938331"	"5675"
"5464068146291938331"	"8762"
"5464068146291938331"	"5877"
"5464068146291938331"	"4970"
"5464068146291938331"	"297"
"5464068146291938331"	"12007"
"5464068146291938331"	"9293"
"5464068146291938331"	"17216"
"5464068146291938331"	"14854"
"5464068146291938331"	"1790"
"5464068146291938331"	"10641"
"5464068146291938331"	"17218"
"-6265096555801149049"	"8842"
"-6265096555801149049"	"8843"
"-7972522835468462088"	"6033"
"-7972522835468462088"	"4100"
"-7972522835468462088"	"6036"
"-7972522835468462088"	"6034"
"-7972522835468462088"	"6035"
"-9000438294968273418"	"1946"
"-9000438294968273418"	"1940"
"4492814136567608962"	"242"
"4492814136567608962"	"244"
"4492814136567608962"	"8820"
"4492814136567608962"	"8821"
"4492814136567608962"	"16724"
"4492814136567608962"	"16725"
"4492814136567608962"	"16726"
"4492814136567608962"	"9775"
"7298475413649471285"	"4163"
"7298475413649471285"	"15"
"7298475413649471285"	"4143"
"7298475413649471285"	"17945"
"-1297916080516905749"	"13687"
"-1297916080516905749"	"13688"
"7553358112482033805"	"18032"
"7553358112482033805"	"18033"
"7553358112482033805"	"18030"
"7553358112482033805"	"2746"
"7159093635266280091"	"17879"
"7159093635266280091"	"3153"
"7159093635266280091"	"1134"
"7159093635266280091"	"17878"
"7159093635266280091"	"5953"
"7159093635266280091"	"9873"
"7159093635266280091"	"17703"
"7159093635266280091"	"10939"
"7159093635266280091"	"10940"
"7159093635266280091"	"14077"
"7159093635266280091"	"14878"
"7159093635266280091"	"10937"
"127392206666109507"	"10999"
"127392206666109507"	"5034"
"127392206666109507"	"928"
"127392206666109507"	"14548"
"-4942332083627674586"	"10551"
"-8200753479416328933"	"5437"
"-8200753479416328933"	"2891"
"-8200753479416328933"	"5444"
"-8200753479416328933"	"1145"
"-8200753479416328933"	"5432"
"-8200753479416328933"	"5434"
"-8200753479416328933"	"5435"
"-8200753479416328933"	"5436"
"-8200753479416328933"	"5433"
"8884823842415202204"	"6491"
"8884823842415202204"	"1003"
"4972619903535100006"	"13899"
"4972619903535100006"	"16933"
"4972619903535100006"	"16936"
"4972619903535100006"	"16937"
"4972619903535100006"	"16938"
"4972619903535100006"	"13904"
"4972619903535100006"	"3493"
"4972619903535100006"	"16940"
"4972619903535100006"	"297"
"4972619903535100006"	"16930"
"4972619903535100006"	"16931"
"4972619903535100006"	"16932"
"4972619903535100006"	"16935"
"-5620722506811584939"	"6050"
"-5620722506811584939"	"9706"
"-5620722506811584939"	"9705"
"-5620722506811584939"	"9709"
"-5620722506811584939"	"7878"
"-5620722506811584939"	"9707"
"3667791429140774240"	"3153"
"3667791429140774240"	"2335"
"3667791429140774240"	"4419"
"3667791429140774240"	"16293"
"3667791429140774240"	"15171"
"-8372954577843500195"	"4704"
"-8372954577843500195"	"4705"
"-7497019614434814723"	"7012"
"-7497019614434814723"	"7011"
"-7497019614434814723"	"3034"
"-7497019614434814723"	"3033"
"-7497019614434814723"	"7013"
"-7497019614434814723"	"53"
"6107104793922959907"	"4747"
"6107104793922959907"	"17537"
"6107104793922959907"	"4745"
"6107104793922959907"	"297"
"6107104793922959907"	"2306"
"6107104793922959907"	"36"
"6107104793922959907"	"4746"
"6107104793922959907"	"17332"
"6107104793922959907"	"5941"
"-1179356982440791831"	"13735"
"-1179356982440791831"	"1145"
"8201232879759405860"	"10461"
"8201232879759405860"	"12397"
"8201232879759405860"	"11920"
"8201232879759405860"	"1180"
"-567970208974842497"	"14125"
"-567970208974842497"	"12047"
"-567970208974842497"	"13904"
"-567970208974842497"	"14133"
"-567970208974842497"	"5673"
"-567970208974842497"	"2259"
"-567970208974842497"	"1696"
"-567970208974842497"	"8803"
"-567970208974842497"	"8804"
"-567970208974842497"	"297"
"-567970208974842497"	"14126"
"-567970208974842497"	"12533"
"-567970208974842497"	"14132"
"710012249327667382"	"14858"
"710012249327667382"	"14857"
"5740935786864817136"	"15150"
"5740935786864817136"	"15151"
"5740935786864817136"	"15152"
"5740935786864817136"	"17333"
"5740935786864817136"	"17334"
"5740935786864817136"	"9737"
"5740935786864817136"	"10784"
"5740935786864817136"	"6045"
"-3992202401745413050"	"8369"
"-3992202401745413050"	"11502"
"-3992202401745413050"	"2832"
"-3992202401745413050"	"53"
"-3992202401745413050"	"2831"
"-3992202401745413050"	"2906"
"-3992202401745413050"	"1507"
"-3992202401745413050"	"1150"
"-3992202401745413050"	"1143"
"-3992202401745413050"	"8375"
"6916986776507281609"	"17753"
"6916986776507281609"	"8010"
"6916986776507281609"	"17786"
"6916986776507281609"	"8106"
"8410241835469765050"	"9608"
"8410241835469765050"	"18279"
"8410241835469765050"	"18280"
"8410241835469765050"	"1245"
"8410241835469765050"	"18277"
"8410241835469765050"	"18278"
"8410241835469765050"	"1399"
"8410241835469765050"	"5988"
"8410241835469765050"	"53"
"8410241835469765050"	"10461"
"8410241835469765050"	"11920"
"8410241835469765050"	"7908"
"8410241835469765050"	"1277"
"8410241835469765050"	"1180"
"8410241835469765050"	"16300"
"2936777588717646109"	"15951"
"2936777588717646109"	"1936"
"703917073919082803"	"12031"
"703917073919082803"	"3045"
"703917073919082803"	"11073"
"703917073919082803"	"2887"
"703917073919082803"	"14853"
"703917073919082803"	"14854"
"703917073919082803"	"2746"
"703917073919082803"	"3035"
"703917073919082803"	"939"
"703917073919082803"	"1142"
"703917073919082803"	"14852"
"-7879323310516705125"	"6184"
"-7879323310516705125"	"3300"
"-7879323310516705125"	"990"
"-7879323310516705125"	"15"
"-7879323310516705125"	"4143"
"-4691271095298353856"	"928"
"-4691271095298353856"	"2467"
"-4691271095298353856"	"10815"
"-4691271095298353856"	"10814"
"-4691271095298353856"	"10813"
"-4691271095298353856"	"10049"
"-4691271095298353856"	"1337"
"7953357218888963531"	"7139"
"745274347307830124"	"14700"
"745274347307830124"	"10041"
"745274347307830124"	"10040"
"-2315785101654747082"	"485"
"-2315785101654747082"	"7334"
"-2315785101654747082"	"2491"
"-2315785101654747082"	"1142"
"4257899417113298170"	"16613"
"4257899417113298170"	"4358"
"4257899417113298170"	"16614"
"4257899417113298170"	"16304"
"4257899417113298170"	"7793"
"4257899417113298170"	"16307"
"2268308097842944024"	"12639"
"4240907950946080993"	"7105"
"4240907950946080993"	"14167"
"4240907950946080993"	"7107"
"4240907950946080993"	"16604"
"-7652692427915398655"	"5034"
"-7652692427915398655"	"6659"
"-7652692427915398655"	"6108"
"-7652692427915398655"	"4911"
"-7652692427915398655"	"6645"
"-7652692427915398655"	"6660"
"-7652692427915398655"	"1150"
"-7652692427915398655"	"1143"
"-7652692427915398655"	"6641"
"7175023148943120612"	"7243"
"7175023148943120612"	"5841"
"7175023148943120612"	"5591"
"7175023148943120612"	"12093"
"7175023148943120612"	"17890"
"7175023148943120612"	"10849"
"7175023148943120612"	"2899"
"7175023148943120612"	"11073"
"7175023148943120612"	"53"
"7175023148943120612"	"729"
"7175023148943120612"	"1411"
"7175023148943120612"	"10625"
"7175023148943120612"	"17892"
"7175023148943120612"	"3571"
"7175023148943120612"	"2746"
"7175023148943120612"	"1142"
"7175023148943120612"	"11661"
"7175023148943120612"	"17889"
"-4350604871328298459"	"11287"
"-4350604871328298459"	"11286"
"-4350604871328298459"	"1470"
"-4350604871328298459"	"9354"
"-4350604871328298459"	"11285"
"-4350604871328298459"	"4666"
"-6928651678899214990"	"8050"
"-6928651678899214990"	"8049"
"1870630596764229112"	"11896"
"1870630596764229112"	"1936"
"1870630596764229112"	"11128"
"1870630596764229112"	"1507"
"1870630596764229112"	"15396"
"-8762392413298796714"	"3294"
"-8762392413298796714"	"3293"
"-8762392413298796714"	"2977"
"-8762392413298796714"	"2259"
"-8762392413298796714"	"2976"
"-8762392413298796714"	"493"
"-8762392413298796714"	"297"
"-8762392413298796714"	"3298"
"4253682685576471631"	"8756"
"4253682685576471631"	"8761"
"4253682685576471631"	"15915"
"4253682685576471631"	"16612"
"715968340642640214"	"14862"
"715968340642640214"	"10622"
"6449078799256658420"	"3254"
"6449078799256658420"	"11159"
"6449078799256658420"	"6099"
"6449078799256658420"	"7861"
"6449078799256658420"	"53"
"1936196132069053391"	"1541"
"2483100765271726616"	"15709"
"2483100765271726616"	"4809"
"2483100765271726616"	"4811"
"2483100765271726616"	"4729"
"2483100765271726616"	"14387"
"2483100765271726616"	"9914"
"2483100765271726616"	"6633"
"2483100765271726616"	"6676"
"5232911468884989424"	"17026"
"-7076137767799261755"	"7707"
"-7076137767799261755"	"7713"
"-7076137767799261755"	"7714"
"-7076137767799261755"	"4922"
"-7076137767799261755"	"7706"
"-7076137767799261755"	"7708"
"-7076137767799261755"	"19"
"-7076137767799261755"	"7709"
"-7076137767799261755"	"3"
"-7076137767799261755"	"6202"
"-7076137767799261755"	"7705"
"-3064553156640731792"	"12417"
"-3064553156640731792"	"12414"
"-3064553156640731792"	"12415"
"-3064553156640731792"	"1411"
"-3064553156640731792"	"2"
"-3064553156640731792"	"7705"
"-3949732143901396407"	"11552"
"-3949732143901396407"	"6701"
"2898221823971910502"	"5454"
"8725353916301729909"	"18413"
"8725353916301729909"	"7784"
"8725353916301729909"	"1098"
"8725353916301729909"	"18412"
"-6607241123372228531"	"8561"
"-6607241123372228531"	"8562"
"-6607241123372228531"	"8563"
"-6607241123372228531"	"304"
"-6607241123372228531"	"1964"
"-6607241123372228531"	"7334"
"-6607241123372228531"	"1150"
"-6607241123372228531"	"1143"
"-7550223946587707614"	"4616"
"-7550223946587707614"	"4615"
"-7550223946587707614"	"4617"
"-7550223946587707614"	"4614"
"-7550223946587707614"	"297"
"-6238619609280539619"	"3786"
"-6238619609280539619"	"535"
"-6238619609280539619"	"3785"
"-6238619609280539619"	"2481"
"8517445627070868701"	"18341"
"-939904416920954895"	"13927"
"-939904416920954895"	"4361"
"-939904416920954895"	"4376"
"-939904416920954895"	"8017"
"-939904416920954895"	"11479"
"-939904416920954895"	"5176"
"-939904416920954895"	"5452"
"-939904416920954895"	"8934"
"-939904416920954895"	"9345"
"-939904416920954895"	"4466"
"-939904416920954895"	"8009"
"-939904416920954895"	"12629"
"-939904416920954895"	"13912"
"-939904416920954895"	"6078"
"-939904416920954895"	"1003"
"7857445100061984594"	"7215"
"7857445100061984594"	"5998"
"7857445100061984594"	"16525"
"8122132634732921026"	"1166"
"8122132634732921026"	"297"
"8122132634732921026"	"13191"
"8122132634732921026"	"1790"
"3246242023728721975"	"7889"
"3246242023728721975"	"53"
"3246242023728721975"	"297"
"3246242023728721975"	"7893"
"3246242023728721975"	"4814"
"3246242023728721975"	"7781"
"3246242023728721975"	"3"
"3246242023728721975"	"1337"
"3246242023728721975"	"6202"
"3246242023728721975"	"16111"
"7666744292030772641"	"18071"
"7666744292030772641"	"2203"
"7666744292030772641"	"15610"
"7666744292030772641"	"17575"
"7666744292030772641"	"6908"
"-788718536083084523"	"13998"
"-788718536083084523"	"11085"
"-788718536083084523"	"4447"
"8302543892740036521"	"7589"
"8302543892740036521"	"3356"
"3330412660782960382"	"9894"
"3330412660782960382"	"8211"
"3330412660782960382"	"6054"
"3330412660782960382"	"1098"
"3330412660782960382"	"3754"
"3330412660782960382"	"4419"
"3330412660782960382"	"7056"
"3330412660782960382"	"1595"
"3330412660782960382"	"2990"
"3330412660782960382"	"13378"
"3330412660782960382"	"5245"
"3330412660782960382"	"3824"
"3330412660782960382"	"3842"
"3330412660782960382"	"9896"
"3330412660782960382"	"5360"
"-2452493756132290899"	"12906"
"-2452493756132290899"	"9528"
"-2452493756132290899"	"12887"
"-2452493756132290899"	"12889"
"-2452493756132290899"	"12908"
"-2452493756132290899"	"4310"
"-2452493756132290899"	"2906"
"-2452493756132290899"	"12886"
"-2452493756132290899"	"9520"
"-2452493756132290899"	"9526"
"-2452493756132290899"	"989"
"8642503759764886067"	"18392"
"8642503759764886067"	"18393"
"8642503759764886067"	"18394"
"8642503759764886067"	"834"
"8642503759764886067"	"11243"
"8642503759764886067"	"53"
"8642503759764886067"	"16755"
"8642503759764886067"	"6608"
"5640697701811177027"	"2430"
"5640697701811177027"	"17304"
"5640697701811177027"	"6659"
"6028469905244234889"	"17474"
"5250221047475229599"	"16189"
"5250221047475229599"	"17036"
"5250221047475229599"	"12356"
"6688626308192684226"	"17722"
"6688626308192684226"	"17723"
"6688626308192684226"	"17724"
"6688626308192684226"	"6739"
"7185396298341420478"	"17893"
"7185396298341420478"	"4358"
"9172225001989641453"	"16645"
"9172225001989641453"	"18561"
"9172225001989641453"	"18563"
"9172225001989641453"	"18567"
"9172225001989641453"	"11510"
"9172225001989641453"	"18565"
"-6944601348442643793"	"8008"
"-6944601348442643793"	"8018"
"-6944601348442643793"	"2745"
"-6944601348442643793"	"8017"
"-6944601348442643793"	"8012"
"-6944601348442643793"	"5452"
"-6944601348442643793"	"8009"
"-6944601348442643793"	"8010"
"8352380593102802363"	"8759"
"8352380593102802363"	"10049"
"8352380593102802363"	"18252"
"5704352961259904218"	"17321"
"5704352961259904218"	"4995"
"5704352961259904218"	"17319"
"5704352961259904218"	"17320"
"5704352961259904218"	"6108"
"5704352961259904218"	"5176"
"5704352961259904218"	"2481"
"5704352961259904218"	"1145"
"5704352961259904218"	"1142"
"5704352961259904218"	"1144"
"8565814559741767915"	"1647"
"8565814559741767915"	"297"
"8565814559741767915"	"2306"
"8565814559741767915"	"1790"
"8565814559741767915"	"12307"
"-1239693809215146352"	"3795"
"-1239693809215146352"	"13716"
"-1239693809215146352"	"7882"
"-1239693809215146352"	"9545"
"-1239693809215146352"	"4740"
"-1239693809215146352"	"13719"
"-1239693809215146352"	"6098"
"-4729149100999833326"	"10753"
"-4729149100999833326"	"8497"
"-4729149100999833326"	"10752"
"2179215368678635356"	"11596"
"2179215368678635356"	"15582"
"2179215368678635356"	"15583"
"2179215368678635356"	"15584"
"2179215368678635356"	"15585"
"2179215368678635356"	"15588"
"2179215368678635356"	"12597"
"2179215368678635356"	"11588"
"2179215368678635356"	"7520"
"2179215368678635356"	"2977"
"2179215368678635356"	"2259"
"2179215368678635356"	"53"
"2179215368678635356"	"297"
"-2405733618631947554"	"297"
"-6077742637667714135"	"3452"
"-6077742637667714135"	"9083"
"-6077742637667714135"	"5072"
"-6077742637667714135"	"4922"
"-6077742637667714135"	"5341"
"-6077742637667714135"	"5877"
"-6077742637667714135"	"297"
"-6077742637667714135"	"1162"
"-6077742637667714135"	"6538"
"-6077742637667714135"	"9070"
"-6077742637667714135"	"9077"
"-6077742637667714135"	"3803"
"-6077742637667714135"	"4708"
"-6077742637667714135"	"9096"
"-6077742637667714135"	"2990"
"-6077742637667714135"	"9088"
"-6077742637667714135"	"7091"
"-6077742637667714135"	"1790"
"-6077742637667714135"	"9089"
"-6077742637667714135"	"5941"
"-6077742637667714135"	"9092"
"-2725826495787257574"	"12715"
"-2725826495787257574"	"12716"
"-2725826495787257574"	"3073"
"8013273140133158732"	"8467"
"8013273140133158732"	"18198"
"8013273140133158732"	"1536"
"2835275487068632061"	"609"
"1701299476432316153"	"15315"
"1701299476432316153"	"1579"
"-8034699390765478794"	"5813"
"-8034699390765478794"	"5814"
"-8034699390765478794"	"5815"
"-8034699390765478794"	"1093"
"-1941043648425709568"	"13278"
"-1941043648425709568"	"13282"
"-1941043648425709568"	"13280"
"-1941043648425709568"	"13281"
"-1941043648425709568"	"13277"
"-1941043648425709568"	"7200"
"6543857744544751788"	"11678"
"6543857744544751788"	"8789"
"6543857744544751788"	"1647"
"6543857744544751788"	"17671"
"6543857744544751788"	"10630"
"-3157784244312675539"	"4778"
"-3157784244312675539"	"4777"
"8244788051015200479"	"14138"
"8244788051015200479"	"6221"
"8244788051015200479"	"6294"
"8244788051015200479"	"6216"
"2015968961650589313"	"10142"
"2015968961650589313"	"8163"
"-8573575756283577734"	"4072"
"-8573575756283577734"	"4068"
"-8573575756283577734"	"4070"
"-8573575756283577734"	"4069"
"-8573575756283577734"	"1145"
"-8573575756283577734"	"4067"
"-8213729863308039280"	"5349"
"-8213729863308039280"	"5350"
"-996241339141020167"	"5156"
"-996241339141020167"	"13880"
"-996241339141020167"	"928"
"-996241339141020167"	"2607"
"-996241339141020167"	"297"
"-996241339141020167"	"5176"
"-996241339141020167"	"3441"
"-996241339141020167"	"13879"
"-8690205901175624918"	"3535"
"-8690205901175624918"	"3537"
"-8690205901175624918"	"3534"
"-4576818443980197018"	"10964"
"-4576818443980197018"	"796"
